char_ar,char_en,char1_ar,char2_ar,char3_ar,char1_en,char2_en,char3_en,plate_no,price,class,plate_no_length,similar_digits,sepcial_date,saudi_tribes,One Digit,Two Digits (Same),Two Digits (Different),Three Digits (Same),Three Digits (Different),Four Digits (Same),Four Digits (Different),emergency_no,in_order,reversed_order,same_middles_no,plaindromic_no,same_first_last_no,same_two_sides,one_digit_zero,one_digit_one,one_digit_two,one_digit_three,one_digit_four,one_digit_five,one_digit_six,one_digit_seven,one_digit_eight,one_digit_nine,is_triple_letters,is_one_letters,First_Third_Match,has_two_chars,Contains_Tribe,contains_special_words,contains_special_cars,thousands_plate_no,similar_three_in_four,word_freq_score,first_name_score
و ن ر,R N U,و,ن,ر,U,N,R,906,5000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ن م أ,A Z N,ن,م,أ,N,Z,A,128,1,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4266609145815358,0.19717261904761904
أ ه س,S H A,أ,ه,س,A,H,S,2025,9000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
س د ر,R D S,س,د,ر,S,D,R,13,17500,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.72648835202761,0.018973214285714284
د و ك,K U D,د,و,ك,D,U,K,1425,1,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3360655737704918,0.0
ه ن ى,V N H,ه,ن,ى,H,N,V,38,15000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5340811044003452,0.5669642857142857
ب م م,Z Z B,ب,م,م,B,Z,Z,8882,3000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
أ ل ر,R L A,أ,ل,ر,A,L,R,3388,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.37920621225194134,0.8348214285714286
د س م,Z S D,د,س,م,D,S,Z,14,60000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.17730802415875754,0.0
و م ح,J Z U,و,م,ح,U,Z,J,5,150000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ح م ر,R Z J,ح,م,ر,J,Z,R,3001,1,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4926660914581536,0.5758928571428571
ح د ص,X D J,ح,د,ص,J,D,X,1505,1000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ك ى ط,T V K,ك,ى,ط,K,V,T,6,650000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
أ س د,D S A,أ,س,د,A,S,D,369,15000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7006039689387403,0.9486607142857144
ر ه ص,X H R,ر,ه,ص,R,H,X,8385,1,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ط ل و,U L T,ط,ل,و,T,L,U,444,14000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.8489583333333335
ن ص ن,N X N,ن,ص,ن,N,X,N,288,4000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0
د م م,Z Z D,د,م,م,D,Z,Z,5855,9600,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
أ و ع,E U A,أ,و,ع,A,U,E,2024,5000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
د ل ع,E L D,د,ل,ع,D,L,E,1370,5000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.776962899050906,0.0
ق ر ص,X R G,ق,ر,ص,G,R,X,56,10000,,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6091458153580673,0.0
د ر ل,L R D,د,ر,ل,D,R,L,2003,6000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ب أ د,D A B,ب,أ,د,B,A,D,101,21000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5276100086281277,0.5922619047619048
أ أ أ,A A A,أ,أ,أ,A,A,A,3064,12500,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.25927523727351165,0.0
و ك ر,R K U,و,ك,ر,U,K,R,332,11000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3701466781708369,0.23846726190476197
ل ب ى,V B L,ل,ب,ى,L,B,V,77,22000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7049180327868853,0.6945684523809522
ه د ب,B D H,ه,د,ب,H,D,B,515,32000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.32786885245901637,0.4367559523809524
ق ر م,Z R G,ق,ر,م,G,R,Z,40,21,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.227351164797239,0.47023809523809523
ص,X,ص,,,X,,,8,90000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0.0,0.0
ب أ ع,E A B,ب,أ,ع,B,A,E,911,1,,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7377049180327869,0.0
أ م ن,N Z A,أ,م,ن,A,Z,N,5557,15000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8723037100949094,0.21763392857142858
أ م ن,N Z A,أ,م,ن,A,Z,N,5557,15000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8723037100949094,0.21763392857142858
ب ن ك,K N B,ب,ن,ك,B,N,K,603,1,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8947368421052632,0.0
ن ن م,Z N N,ن,ن,م,N,N,Z,490,100,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
م أ م,Z A Z,م,أ,م,Z,A,Z,560,15000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.38610871440897326,0.44680059523809523
أ ل ل,L L A,أ,ل,ل,A,L,L,3333,8000,,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8809318377911992,0.8154761904761905
س ق و,U G S,س,ق,و,S,G,U,14,16000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ع م ك,K Z E,ع,م,ك,E,Z,K,733,15000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5418464193270061,0.7912946428571429
ى س و,U S V,ى,س,و,V,S,U,60,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.6770833333333335
ب ه ه,H H B,ب,ه,ه,B,H,H,1881,3000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04443485763589301,0.0
ب د م,Z D B,ب,د,م,B,D,Z,1005,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6406384814495254,0.0
م ه أ,A H Z,م,ه,أ,Z,H,A,712,6500,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6949956859361519,0.9888392857142856
ك و ل,L U K,ك,و,ل,K,U,L,911,38,,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.691544434857636,0.0
أ ص ع,E X A,أ,ص,ع,A,X,E,9993,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
س ط ر,R T S,س,ط,ر,S,T,R,513,8000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6225194132873166,0.17485119047619047
ن س ر,R S N,ن,س,ر,N,S,R,299,15000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.41005176876617777,0.8802083333333335
د ص ط,T X D,د,ص,ط,D,X,T,20,20,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ل ى ك,K V L,ل,ى,ك,L,V,K,615,5000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.813632441760138,0.734375
ل ع م,Z E L,ل,ع,م,L,E,Z,502,25000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03364969801553063,0.0
أ م ر,R Z A,أ,م,ر,A,Z,R,534,6000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9184641932700605,0.6432291666666665
ق م ر,R Z G,ق,م,ر,G,Z,R,436,22500,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8071613459879207,0.17485119047619047
د ك ل,L K D,د,ك,ل,D,K,L,740,30000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ن ح ر,R J N,ن,ح,ر,N,J,R,866,10000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4805867126833478,0.0
و ب ق,G B U,و,ب,ق,U,B,G,577,10000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ق ن م,Z N G,ق,ن,م,G,N,Z,5,40000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ق ط أ,A T G,ق,ط,أ,G,T,A,11,23000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1798964624676445,0.0
أ ل س,S L A,أ,ل,س,A,L,S,1427,7000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5142364106988784,0.40625
ر ب ى,V B R,ر,ب,ى,R,B,V,1,30000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9637618636755824,0.9263392857142856
ن ك س,S K N,ن,ك,س,N,K,S,555,55000,,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.040983606557377046,0.018973214285714284
س ل ك,K L S,س,ل,ك,S,L,K,11,28,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6708369283865401,0.38020833333333326
ه ص ح,J X H,ه,ص,ح,H,X,J,700,11,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
د ع م,Z E D,د,ع,م,D,E,Z,111,14000,,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9434857635893011,0.5625
د ه د,D H D,د,ه,د,D,H,D,4024,100,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0
س ح أ,A J S,س,ح,أ,S,J,A,80,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.012942191544434857,0.0
ح ك ع,E K J,ح,ك,ع,J,K,E,6606,4000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ى ط س,S T V,ى,ط,س,V,T,S,540,5000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ص ب ح,J B X,ص,ب,ح,X,B,J,60,1,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7454702329594478,0.7157738095238095
ب ط ل,L T B,ب,ط,ل,B,T,L,4884,10,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8684210526315791,0.0
س ب ع,E B S,س,ب,ع,S,B,E,9919,20000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8330457290767903,0.7481398809523809
ه ى د,D V H,ه,ى,د,H,V,D,50,21000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44952545297670404,0.10379464285714286
س ب ع,E B S,س,ب,ع,S,B,E,9919,20,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8330457290767903,0.7481398809523809
ى ل ك,K L V,ى,ل,ك,V,L,K,668,1,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ح ل ع,E L J,ح,ل,ع,J,L,E,66,25000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ه س و,U S H,ه,س,و,H,S,U,55,25000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ل د ن,N D L,ل,د,ن,L,D,N,52,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4659188955996549,0.6517857142857143
ق د ه,H D G,ق,د,ه,G,D,H,70,25000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44176013805004316,0.0
د و ن,N U D,د,و,ن,D,U,N,9439,1,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9771354616048318,0.6391369047619048
ح س د,D S J,ح,س,د,J,S,D,4400,9500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6574633304572908,0.0
ب ط ق,G T B,ب,ط,ق,B,T,G,1919,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ى ى د,D V V,ى,ى,د,V,V,D,755,7000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ر ن د,D N R,ر,ن,د,R,N,D,1189,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11130284728213978,0.9181547619047621
ر م و,U Z R,ر,م,و,R,Z,U,6067,1800,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.3738839285714285
ر ر ح,J R R,ر,ر,ح,R,R,J,7878,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
س م م,Z Z S,س,م,م,S,Z,Z,111,30000,,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ص ك ق,G K X,ص,ك,ق,X,K,G,201,700,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ه ى ص,X V H,ه,ى,ص,H,V,X,727,10000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ب د ر,R D B,ب,د,ر,B,D,R,3116,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9007765314926659,0.9947916666666665
ر ح ص,X J R,ر,ح,ص,R,J,X,2222,25000,,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0
م ح م,Z J Z,م,ح,م,Z,J,Z,15,150000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.19262295081967212,0.9151785714285714
ب م ب,B Z B,ب,م,ب,B,Z,B,4447,3000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0
ك ع س,S E K,ك,ع,س,K,E,S,737,5000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ى ع ر,R E V,ى,ع,ر,V,E,R,700,11000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04486626402070751,0.0
ع ع ب,B E E,ع,ع,ب,E,E,B,17,16000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
د ح م,Z J D,د,ح,م,D,J,Z,2729,1,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.7574404761904762
ب د و,U D B,ب,د,و,B,D,U,1,600,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7424503882657464,0.6417410714285714
و ل ه,H L U,و,ل,ه,U,L,H,511,1,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8934426229508197,0.8292410714285714
د ح ح,J J D,د,ح,ح,D,J,J,2025,12000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.07886904761904762
و د ط,T D U,و,د,ط,U,D,T,84,1,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
د س د,D S D,د,س,د,D,S,D,727,15000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0
د ص م,Z X D,د,ص,م,D,X,Z,5542,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ر د ك,K D R,ر,د,ك,R,D,K,4292,3000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.544434857635893,0.0
ك ر ع,E R K,ك,ر,ع,K,R,E,25,30000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ح ه ن,N H J,ح,ه,ن,J,H,N,1998,1,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ه ك س,S K H,ه,ك,س,H,K,S,820,6000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
و ق ع,E G U,و,ق,ع,U,G,E,22,37000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8964624676445212,0.0
م م و,U Z Z,م,م,و,Z,Z,U,210,9,,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.5249255952380952
ب ق م,Z G B,ب,ق,م,B,G,Z,6272,15000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08628127696289906,0.0
ب د ر,R D B,ب,د,ر,B,D,R,8979,20000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9007765314926659,0.9947916666666665
د م د,D Z D,د,م,د,D,Z,D,8888,1010101,,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.0,0.0
ط ع ر,R E T,ط,ع,ر,T,E,R,518,15000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ر ص ع,E X R,ر,ص,ع,R,X,E,52,12500,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
و س د,D S U,و,س,د,U,S,D,793,5000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4667817083692839,0.0
د ق ص,X G D,د,ق,ص,D,G,X,38,9000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
و ص د,D X U,و,ص,د,U,X,D,656,6500,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2916307161345988,0.0
س ص و,U X S,س,ص,و,S,X,U,818,10000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0
ح ن س,S N J,ح,ن,س,J,N,S,732,3000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.19717261904761904
